Begrotingsjaar,Uitgaven Ontvangsten Verplichtingen,Begrotingsnummer,Naam Begroting ,Artikel nummer,Artikel,Stand ontwerpbegroting,Stand vastgestelde begroting,Stand eerste suppletoire,Stand tweede suppletoire,Realisatie
2017,U,IV,Koninkrijksrelaties,5,Schuldsanering/lopende inschrijving/leningen,186981,186981,186981,197306,225754
2017,V,IV,Koninkrijksrelaties,5,Schuldsanering/lopende inschrijving/leningen,0,0,0,10325,38773
2017,U,IV,Koninkrijksrelaties,6,Apparaat,18071,18071,19292,21883,20556
2017,V,IV,Koninkrijksrelaties,6,Apparaat,18071,18071,19292,21883,21660
2017,O,IV,Koninkrijksrelaties,6,Apparaat,0,0,0,0,747
2017,U,IV,Koninkrijksrelaties,7,Nominaal en onvoorzien,1276,1276,5722,2455,0
2017,V,IV,Koninkrijksrelaties,7,Nominaal en onvoorzien,1276,1276,5686,2455,0
2017,U,IV,Koninkrijksrelaties,8,Wederopbouw bovenwindse eilanden,0,0,0,96000,21491
2017,V,IV,Koninkrijksrelaties,8,Wederopbouw bovenwindse eilanden,0,0,0,96000,28103
2017,O,IXA,Nationale Schuld (Transactiebasis),1,Financiering staatsschuld,42585000,42585000,42395000,35527000,35528921
2017,U,IXA,Nationale Schuld (Transactiebasis),1,Financiering staatsschuld,46910957,46910957,54862025,54368325,54274741
2017,V,IXA,Nationale Schuld (Transactiebasis),1,Financiering staatsschuld,46910957,46910957,54862025,54368325,54274741
2017,O,IXA,Nationale Schuld (Transactiebasis),2,Kasbeheer,6542477,6542477,6239304,7731054,6062245
2017,U,IXA,Nationale Schuld (Transactiebasis),2,Kasbeheer,1532727,1532727,1532754,1532754,1552668
2017,V,IXA,Nationale Schuld (Transactiebasis),2,Kasbeheer,1532727,1532727,1532754,1532754,1552668
2017,O,IXB,Financien,1,Belastingen,879233,879233,815582,830396,852939
2017,U,IXB,Financien,1,Belastingen,2924355,2924355,3119769,3118719,3069422
2017,V,IXB,Financien,1,Belastingen,2924355,2924355,3033190,3035719,2936066
2017,O,IXB,Financien,2,Financiele Markten,13927,13927,14359,11923,27645
2017,U,IXB,Financien,2,Financiele Markten,21334,21334,29118,25793,21980
2017,V,IXB,Financien,2,Financiele Markten,21334,21334,164118,160793,151029
2017,O,IXB,Financien,3,Financ. act. Publiek-Private sector,1316590,1316590,2380689,7558971,7526800
2017,U,IXB,Financien,3,Financ. act. Publiek-Private sector,169528,169528,167500,268750,266104
2017,V,IXB,Financien,3,Financ. act. Publiek-Private sector,169528,169528,177500,224812,220501
2017,O,IXB,Financien,4,Internationale Fin. Betrekkingen,3799,3799,3799,6147,6101
2017,U,IXB,Financien,4,Internationale Fin. Betrekkingen,121757,121757,43929,43259,39163
2017,V,IXB,Financien,4,Internationale Fin. Betrekkingen,983089,983089,14505261,14330358,11434921
2017,O,IXB,Financien,5,Exportkrediet- en investeringsverzekering,257092,257092,268292,258033,255472
2017,U,IXB,Financien,5,Exportkrediet- en investeringsverzekering,88145,88145,70745,74140,79488
2017,V,IXB,Financien,5,Exportkrediet- en investeringsverzekering,10616525,10616525,10616525,4017640,979817
2017,U,IXB,Financien,6,BTW-Compensatiefonds,2922888,2922888,2932444,3025722,3029706
2017,V,IXB,Financien,6,BTW-Compensatiefonds,2922888,2922888,2932444,3025722,3029706
2017,O,IXB,Financien,7,Beheer materiele activa,1800,1800,0,0,0
2017,U,IXB,Financien,7,Beheer materiele activa,308,308,0,0,0
2017,V,IXB,Financien,7,Beheer materiele activa,308,308,0,0,0
2017,U,IXB,Financien,10,Nominaal en onvoorzien,90558,90558,73592,5000,0
2017,V,IXB,Financien,10,Nominaal en onvoorzien,90558,90558,128301,5000,0
2017,O,IXB,Financien,21,Centraal Apparaat,52552,52552,53982,52504,50916
2017,U,IXB,Financien,21,Centraal Apparaat,229148,229148,238920,236174,218518
2017,V,IXB,Financien,21,Centraal Apparaat,229148,229148,238920,236174,218809
2017,O,J,Deltafonds,1,Investeren in waterveiligheid,186805,186805,190804,192207,193127
2017,U,J,Deltafonds,1,Investeren in waterveiligheid,536678,536678,579972,468296,457927
2017,V,J,Deltafonds,1,Investeren in waterveiligheid,840560,840560,868101,479307,364968
2017,O,J,Deltafonds,2,Investeren in zoetwatervoorziening,0,0,1,1,0
2017,U,J,Deltafonds,2,Investeren in zoetwatervoorziening,38973,38973,44917,16847,11397
2017,V,J,Deltafonds,2,Investeren in zoetwatervoorziening,52358,52358,48353,23199,7576
2017,U,J,Deltafonds,3,"Beheer, Onderhoud en vervanging",169466,169466,172653,186747,179456
2017,V,J,Deltafonds,3,"Beheer, Onderhoud en vervanging",132041,132041,138932,147836,141712
2017,O,J,Deltafonds,4,Experimenteren cf. art.111 Deltawet,0,0,0,3200,3200
2017,U,J,Deltafonds,4,Experimenteren cf. art.111 Deltawet,0,0,0,6200,6200
2017,V,J,Deltafonds,4,Experimenteren cf. art.111 Deltawet,0,0,0,6200,6200
2017,O,J,Deltafonds,5,Netwerkgebonden kosten en overige uitgaven,0,0,127032,127032,127036
2017,U,J,Deltafonds,5,Netwerkgebonden kosten en overige uitgaven,133415,133415,132438,288884,288322
2017,V,J,Deltafonds,5,Netwerkgebonden kosten en overige uitgaven,133414,133414,132354,288800,287964
2017,O,J,Deltafonds,6,Bijdrage ten laste van begroting Hoofdstuk XII,717851,717851,649132,655019,655019
2017,O,J,Deltafonds,7,Investeren in Waterkwaliteit,0,0,224,224,91
2017,U,J,Deltafonds,7,Investeren in Waterkwaliteit,26124,26124,37213,10709,7022
2017,V,J,Deltafonds,7,Investeren in Waterkwaliteit,20495,20495,53488,19669,14356
2017,U,V,Buitenlandse Zaken,41,Internationale rechtsorde en eerbiediging mensenrechten,110249,110249,114680,113727,114819
2017,V,V,Buitenlandse Zaken,41,Internationale rechtsorde en eerbiediging mensenrechten,148225,148225,95680,93701,100944
2017,O,V,Buitenlandse Zaken,42,Veiligheid en stabiliteit,1212,1212,1212,1212,0
2017,U,V,Buitenlandse Zaken,42,Veiligheid en stabiliteit,250598,250598,275740,272285,253968
2017,V,V,Buitenlandse Zaken,42,Veiligheid en stabiliteit,236321,236321,261167,259250,219236
2017,O,V,Buitenlandse Zaken,43,Europese Samenwerking,641003,641003,3795044,3764503,3772261
2017,U,V,Buitenlandse Zaken,43,Europese Samenwerking,7756749,7756749,7669647,7219155,7197507
2017,V,V,Buitenlandse Zaken,43,Europese Samenwerking,7556518,7556518,7477812,7027720,7005735
2017,O,V,Buitenlandse Zaken,44,Consulaire belangenbehartiging,42090,42090,42090,42090,55206
2017,U,V,Buitenlandse Zaken,44,Consulaire belangenbehartiging,48541,51041,51191,52068,49067
2017,V,V,Buitenlandse Zaken,44,Consulaire belangenbehartiging,38767,41267,45190,57617,46182
2017,U,V,Buitenlandse Zaken,46,Nominaal en onvoorzien,34158,34158,53,0,0
2017,V,V,Buitenlandse Zaken,46,Nominaal en onvoorzien,34158,34158,53,0,0
2017,O,V,Buitenlandse Zaken,47,Apparaat,21450,21450,21450,36450,38146
2017,U,V,Buitenlandse Zaken,47,Apparaat,679241,679241,715740,731061,748472
2017,V,V,Buitenlandse Zaken,47,Apparaat,692790,692790,715305,746979,769969
2017,O,VI,Veiligheid en Justitie,31,Nationale Politie,16500,16500,16500,16500,16199
2017,U,VI,Veiligheid en Justitie,31,Nationale Politie,5547979,5570295,6033855,6023291,6020985
2017,V,VI,Veiligheid en Justitie,31,Nationale Politie,5546131,5568447,6049800,6039236,6038522
2017,O,VI,Veiligheid en Justitie,32,Rechtspleging en rechtsbijstand,291721,291721,231424,209424,205181
2017,U,VI,Veiligheid en Justitie,32,Rechtspleging en rechtsbijstand,1469910,1471926,1476661,1457633,1451422
2017,V,VI,Veiligheid en Justitie,32,Rechtspleging en rechtsbijstand,1469910,1471926,1476661,1457633,1452199
2017,O,VI,Veiligheid en Justitie,33,Veiligheid en criminaliteitsbestrijding,1305182,1305182,1181506,1093406,1174629
2017,U,VI,Veiligheid en Justitie,33,Veiligheid en criminaliteitsbestrijding,672645,689095,729552,741546,731597
2017,V,VI,Veiligheid en Justitie,33,Veiligheid en criminaliteitsbestrijding,672645,689095,729552,741546,645995
2017,O,VI,Veiligheid en Justitie,34,Straffen en Beschermen,99505,99505,218615,215915,219877
2017,U,VI,Veiligheid en Justitie,34,Straffen en Beschermen,2575032,2585032,2651871,2645623,2639310
2017,V,VI,Veiligheid en Justitie,34,Straffen en Beschermen,2575032,2585032,2651871,2645623,2668603
2017,O,VI,Veiligheid en Justitie,36,Contraterrorisme en Nationaal Veiligheidsbeleid,0,0,0,0,565
2017,U,VI,Veiligheid en Justitie,36,Contraterrorisme en Nationaal Veiligheidsbeleid,257893,261993,263248,257281,255711
2017,V,VI,Veiligheid en Justitie,36,Contraterrorisme en Nationaal Veiligheidsbeleid,257893,261993,263248,257281,258157
2017,O,VI,Veiligheid en Justitie,37,Vreemdelingen,306400,306400,309900,309900,308945
2017,U,VI,Veiligheid en Justitie,37,Vreemdelingen,1627341,1632841,1540489,1532811,1526383
2017,V,VI,Veiligheid en Justitie,37,Vreemdelingen,1627341,1632841,1540489,1532811,1513581
2017,O,VI,Veiligheid en Justitie,91,Apparaatsuitgaven kerndepartement,26682,26682,26682,28199,28048
2017,U,VI,Veiligheid en Justitie,91,Apparaatsuitgaven kerndepartement,426082,426982,443352,436752,424387
2017,V,VI,Veiligheid en Justitie,91,Apparaatsuitgaven kerndepartement,425525,426425,442795,436195,417494
2017,U,VI,Veiligheid en Justitie,92,Nominaal en onvoorzien,806,9030,19469,6627,0
2017,V,VI,Veiligheid en Justitie,92,Nominaal en onvoorzien,806,9030,19469,6627,0
2017,O,VI,Veiligheid en Justitie,93,Geheim,0,0,0,0,145
2017,U,VI,Veiligheid en Justitie,93,Geheim,3067,3067,3067,3067,3318
2017,V,VI,Veiligheid en Justitie,93,Geheim,3067,3067,3067,3067,3318
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,1,Openbaar bestuur en democratie,0,0,38735,35629,34147
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,1,Openbaar bestuur en democratie,0,0,38735,35629,30876
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,1,Openbaar bestuur en democratie,0,0,25965,26153,26952
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,2,Algemene Inlichtingen- en Veiligheidsdienst,0,0,215437,231600,233767
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,2,Algemene Inlichtingen- en Veiligheidsdienst,0,0,215437,231600,241762
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,2,Algemene Inlichtingen- en Veiligheidsdienst,0,0,12714,12714,14646
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,6,Dienstverlenende en innovatieve overheid,0,0,203600,200906,198313
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,6,Dienstverlenende en innovatieve overheid,0,0,203600,200906,147334
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,6,Dienstverlenende en innovatieve overheid,0,0,33745,24638,25255
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,7,Arbeidszaken overheid,0,0,32306,30771,28566
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,7,Arbeidszaken overheid,0,0,32306,30771,29068
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,7,Arbeidszaken overheid,0,0,635,635,25
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,11,Centraal Apparaat,0,0,377377,380251,366513
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,11,Centraal Apparaat,0,0,377977,380292,362821
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,11,Centraal Apparaat,0,0,88277,88550,81708
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,12,Algemeen,0,0,0,1539,1500
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,12,Algemeen,0,0,1370,13426,13354
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,12,Algemeen,0,0,1370,13426,13328
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,13,Nominaal en onvoorzien,0,0,21142,0,0
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,13,Nominaal en onvoorzien,0,0,21142,0,0
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,61,Openbaar bestuur en democratie,21965,21965,0,0,0
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,61,Openbaar bestuur en democratie,30567,30567,0,0,0
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,61,Openbaar bestuur en democratie,30567,30567,0,0,0
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,62,Algemene Inlichtingen- en Veiligheidsdienst,12714,12714,0,0,0
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,62,Algemene Inlichtingen- en Veiligheidsdienst,212670,212670,0,0,0
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,62,Algemene Inlichtingen- en Veiligheidsdienst,212670,212670,0,0,0
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,66,Dienstverlenende en innovatieve overheid,5374,5374,0,0,0
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,66,Dienstverlenende en innovatieve overheid,161709,161709,0,0,0
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,66,Dienstverlenende en innovatieve overheid,161709,161709,0,0,0
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,67,Arbeidszaken overheid,820,820,0,0,0
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,67,Arbeidszaken overheid,30340,30340,0,0,0
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,67,Arbeidszaken overheid,30340,30340,0,0,0
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,14056,14056,0,0,0
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,305640,305640,0,0,0
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,305640,305640,0,0,0
2017,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,15000,15000,0,0,0
2017,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,1320,1320,0,0,0
2017,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,1320,1320,0,0,0
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,8661,8661,8661,18626,23358
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,10245604,10245604,10501323,10486353,10494756
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,10245604,10245604,10501610,10487440,10632968
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,7361,7361,7361,7361,9173
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,7927940,7927940,8163657,8153729,8143906
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,7893559,7893559,8349371,8362640,8326918
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,3000,3000,3000,3000,2786
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,4217206,4217206,4240693,4207651,4209212
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,4229244,4229244,4353006,4332809,4333854
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,1213,1213,1213,1213,1358
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,2814350,2814350,2928834,2927152,2925976
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,2889725,2889725,3129301,3156443,3213191
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,16,16,16,16,1364
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,4310149,4310149,4441145,4444015,4443628
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,4337701,4337701,4603176,4674868,4663507
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,99,99,99,99,24
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,11538,11538,11789,11849,11625
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,10744,10744,10995,13435,13080
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,6000,6000,6000,8200,11319
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,179667,179667,187774,173009,162367
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,177431,177431,185538,162800,152191
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,865237,865237,850908,853408,826628
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,4537556,4537556,4584855,4586387,4563829
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,4537556,4537556,4584855,4586387,4563829
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,3066,3066,2403,3403,3813
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,89241,89241,89609,90603,92792
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,89241,89241,89609,90603,92792
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,246267,246267,242478,242478,241966
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,6748,6748,6786,6851,7334
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,6748,6748,6786,6851,7334
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,494,494,14277,13114,11031
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,802568,827568,749873,739641,738415
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,944286,969286,332936,407221,506851
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,199500,199500,199500,201033,199517
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,962699,962699,976437,978322,977791
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,969699,969699,983437,985322,996678
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,101,101,101,101,3793
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,950780,950780,1028722,1037671,1034753
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,967006,967006,1065120,1075339,1064240
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,0,0,0,0,54
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,14172,14172,13311,12434,12363
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,7186,7186,5836,45543,45373
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en onvoorzien,-150051,-150051,0,0,0
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en onvoorzien,-150051,-150051,0,0,0
2017,O,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,567,567,567,1698,3000
2017,U,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,242370,242370,256733,236365,234542
2017,V,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,242370,242370,256733,236365,234043
2017,O,X,Defensie,1,Opdracht Inzet,33783,33783,16707,14127,20569
2017,U,X,Defensie,1,Opdracht Inzet,325793,325793,258699,256119,198791
2017,V,X,Defensie,1,Opdracht Inzet,325793,325793,230950,228370,136386
2017,O,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,16201,16201,15638,15638,18101
2017,U,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,721477,721477,739074,789779,794409
2017,V,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,721477,721477,739074,789779,805852
2017,O,X,Defensie,3,Taakuitvoering Landstrijdkrachten,11523,11523,10546,6100,8016
2017,U,X,Defensie,3,Taakuitvoering Landstrijdkrachten,1251341,1251341,1294046,1257674,1282344
2017,V,X,Defensie,3,Taakuitvoering Landstrijdkrachten,1251341,1251341,1294046,1257674,1336389
2017,O,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,12259,12259,12066,10266,12876
2017,U,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,681678,681678,701591,742271,745213
2017,V,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,681678,681678,701591,742271,657334
2017,O,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,4590,4590,4608,4608,7548
2017,U,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,338752,338752,381135,367874,371318
2017,V,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,338752,338752,381135,367874,379524
2017,O,X,Defensie,6,Investeringen Krijgsmacht,161783,161783,189206,149206,154679
2017,U,X,Defensie,6,Investeringen Krijgsmacht,1640538,1640538,1773826,1565036,1441839
2017,V,X,Defensie,6,Investeringen Krijgsmacht,2890871,2890871,2983592,2912652,2129841
2017,O,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,43433,43433,47909,27909,30204
2017,U,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,830335,830335,818564,825874,816269
2017,V,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,830335,830335,818564,825874,959296
2017,O,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,75866,75866,82108,82108,85812
2017,U,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,1162083,1161983,1177817,1208056,1223267
2017,V,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,1162083,1161983,1177817,1208056,1245160
2017,U,X,Defensie,9,Algemeen,95717,95717,93095,93098,85193
2017,V,X,Defensie,9,Algemeen,95717,95717,93095,93098,82955
2017,O,X,Defensie,10,Centraal apparaat,41055,41055,42748,41087,39784
2017,U,X,Defensie,10,Centraal apparaat,1580732,1588732,1615532,1588543,1572368
2017,V,X,Defensie,10,Centraal apparaat,1580732,1588732,1615532,1588543,1572559
2017,U,X,Defensie,11,Geheime uitgaven,5389,5389,5468,7511,7874
2017,V,X,Defensie,11,Geheime uitgaven,5389,5389,5468,7511,7874
2017,U,X,Defensie,12,Nominaal en onvoorzien,52407,52507,100177,0,0
2017,V,X,Defensie,12,Nominaal en onvoorzien,52407,52507,100177,0,0
2017,O,XII,Infrastructuur en Milieu,11,Integraal waterbeleid,3000,3000,3043,3269,1226
2017,U,XII,Infrastructuur en Milieu,11,Integraal waterbeleid,56206,56206,55637,54451,50701
2017,V,XII,Infrastructuur en Milieu,11,Integraal waterbeleid,60825,60825,58206,95675,89248
2017,O,XII,Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,3824,3824,8824,12092,12248
2017,U,XII,Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,102337,102337,155569,136461,136527
2017,V,XII,Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,90220,90220,143404,136572,160868
2017,O,XII,Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,6782,6782,6782,6782,5279
2017,U,XII,Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,34406,34406,45621,49233,46179
2017,V,XII,Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,31892,31892,31601,35474,33639
2017,O,XII,Infrastructuur en Milieu,16,Openbaar vervoer en spoor,0,0,2702,3361,3497
2017,U,XII,Infrastructuur en Milieu,16,Openbaar vervoer en spoor,32910,32910,30712,22016,18804
2017,V,XII,Infrastructuur en Milieu,16,Openbaar vervoer en spoor,9457,9457,2625,-6533,-7373
2017,O,XII,Infrastructuur en Milieu,17,Luchtvaart,325,325,1158,1293,1237
2017,U,XII,Infrastructuur en Milieu,17,Luchtvaart,14049,14049,14018,18674,14982
2017,V,XII,Infrastructuur en Milieu,17,Luchtvaart,11956,11956,9033,19318,12483
2017,U,XII,Infrastructuur en Milieu,18,Scheepvaart en havens,27752,27752,31363,31116,29409
2017,V,XII,Infrastructuur en Milieu,18,Scheepvaart en havens,11665,11665,35136,42405,30825
2017,O,XII,Infrastructuur en Milieu,18,Scheepvaart en havens,0,0,700,769,794
2017,O,XII,Infrastructuur en Milieu,19,Klimaat,226500,226500,230400,167064,198797
2017,U,XII,Infrastructuur en Milieu,19,Klimaat,61434,61434,78960,74028,70475
2017,V,XII,Infrastructuur en Milieu,19,Klimaat,60195,60195,74847,79136,-51003
2017,O,XII,Infrastructuur en Milieu,20,Lucht en geluid,0,0,0,0,179
2017,U,XII,Infrastructuur en Milieu,20,Lucht en geluid,30402,30402,18503,20317,20563
2017,V,XII,Infrastructuur en Milieu,20,Lucht en geluid,32977,32977,20903,26311,17
2017,O,XII,Infrastructuur en Milieu,21,Duurzaamheid,0,0,0,591,618
2017,U,XII,Infrastructuur en Milieu,21,Duurzaamheid,20900,20900,22549,22317,21741
2017,V,XII,Infrastructuur en Milieu,21,Duurzaamheid,18871,18871,22902,23442,-4746
2017,O,XII,Infrastructuur en Milieu,22,Omgevingsveiligheid en milieurisico's,675,675,2432,3092,726
2017,U,XII,Infrastructuur en Milieu,22,Omgevingsveiligheid en milieurisico's,33780,33780,43367,47556,45430
2017,V,XII,Infrastructuur en Milieu,22,Omgevingsveiligheid en milieurisico's,33108,33108,30227,44907,38226
2017,U,XII,Infrastructuur en Milieu,23,"Meteorologie, seismologie en aardobservatie",41719,41719,41582,44028,43959
2017,V,XII,Infrastructuur en Milieu,23,"Meteorologie, seismologie en aardobservatie",42586,42586,42522,46328,43088
2017,U,XII,Infrastructuur en Milieu,24,Handhaving en toezicht,109561,109561,104649,106759,106759
2017,V,XII,Infrastructuur en Milieu,24,Handhaving en toezicht,109561,109561,104649,106759,106759
2017,U,XII,Infrastructuur en Milieu,25,Bijdrage BDU,888311,888311,915049,930277,930277
2017,V,XII,Infrastructuur en Milieu,25,Bijdrage BDU,866780,866780,860481,878845,926383
2017,U,XII,Infrastructuur en Milieu,26,Bijdrage investeringsfondsen,6168329,6168329,5682359,5255138,5259841
2017,V,XII,Infrastructuur en Milieu,26,Bijdrage investeringsfondsen,6168329,6168329,5682359,5244212,5259841
2017,O,XII,Infrastructuur en Milieu,97,Algemeen departement,2189,2189,2189,1296,336
2017,U,XII,Infrastructuur en Milieu,97,Algemeen departement,50480,50480,148585,117688,114922
2017,V,XII,Infrastructuur en Milieu,97,Algemeen departement,43309,43309,144317,149042,131783
2017,O,XII,Infrastructuur en Milieu,98,Apparaatsuitgaven Kerndepartement,3530,3530,17732,18382,18224
2017,U,XII,Infrastructuur en Milieu,98,Apparaatsuitgaven Kerndepartement,321827,321827,346423,343700,334417
2017,V,XII,Infrastructuur en Milieu,98,Apparaatsuitgaven Kerndepartement,317847,317847,339792,337273,371489
2017,U,XII,Infrastructuur en Milieu,99,Nominaal en onvoorzien,21,21,136822,28050,0
2017,V,XII,Infrastructuur en Milieu,99,Nominaal en onvoorzien,21,21,136822,28050,0
2017,O,XIII,Economische Zaken,1,Goed functionerende economie en markten,30900,30900,39200,87637,90319
